source_key,level,action,outcome,coremap_id,name_en,name_my,notes
_05_Ward:170,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:171,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:80,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,(၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:81,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,(၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:82,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,(၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:75,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:76,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:77,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:78,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:83,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:84,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:85,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:86,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:125,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:127,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:128,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:129,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:135,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:136,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:137,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:121,ward_village_tract,manual_review,manual_review_remaining,,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:122,ward_village_tract,manual_review,manual_review_remaining,,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:123,ward_village_tract,manual_review,manual_review_remaining,,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:124,ward_village_tract,manual_review,manual_review_remaining,,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,Unresolved duplicate create for same normalized hierarchy path
_05_Ward:1674,ward_village_tract,manual_review,manual_review_remaining,,Thu Kha Theik Di Ward,သုခသိဒ္ဓိရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5117,6054"
_05_Ward:1670,ward_village_tract,manual_review,manual_review_remaining,,Nyar Na Theik Di Ward,ဉာဏသိဒ္ဓိရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6012,6022"
_05_Ward:1666,ward_village_tract,manual_review,manual_review_remaining,,Ba La Theik Di Ward,ဗလသိဒ္ဓိရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6023,6025"
_05_Ward:1668,ward_village_tract,manual_review,manual_review_remaining,,Dha Na Theik Di Ward,ဓနသိဒ္ဓိရပ်ကွက်,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6011,6024"
