postal_code,source_row_count_en,source_row_count_my,region_name_en,region_name_my,township_name_en,township_name_my,locality_name_en,locality_name_my,locality_type,township_pcode,township_admin_area_id,local_pcode,local_admin_area_id,match_status,match_method,candidate_township_pcodes,candidate_local_pcodes,review_reason
0101225,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nei Char Village Tract,နယ်ခြား ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001026,,township_only,exact_township_name,MMR001001,MMR001001026,
0101226,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Man Hpwar Village Tract,မံဖွား ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001027,,township_only,exact_township_name,MMR001001,MMR001001027,
0101227,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Nyaung Pin Thar Village Tract,ညောင်ပင်သာ ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001028,,township_only,exact_township_name,MMR001001,MMR001001028,
0101228,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Waing Lon Village Tract,ဝိုင်းလုံ ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001029,,township_only,exact_township_name,MMR001001,MMR001001029,
0101229,1,1,Kachin State,ကချင်ပြည်နယ်,Myitkyina Township,မြစ်ကြီးနား မြို့နယ်,Tar Hoe Nar Village Tract,တာဟိုးနား ကျေးရွာအုပ်စု,village_tract,MMR001001,6610,MMR001001030,,township_only,exact_township_name,MMR001001,MMR001001030,
0102001,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,No (1) Quarter,အမှတ် (၁) ရပ်ကွက်,ward,MMR001003,6668,MMR001003701501,,township_only,exact_township_name,MMR001003,MMR001003701501,
0102002,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,No (2) Quarter,အမှတ် (၂) ရပ်ကွက်,ward,MMR001003,6668,MMR001003701502,,township_only,exact_township_name,MMR001003,MMR001003701502,
0102003,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,No (3) Quarter,အမှတ် (၃) ရပ်ကွက်,ward,MMR001003,6668,MMR001003701503,,township_only,exact_township_name,MMR001003,MMR001003701503,
0102004,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,No (4) Quarter,အမှတ် (၄) ရပ်ကွက်,ward,MMR001003,6668,MMR001003701504,,township_only,exact_township_name,MMR001003,MMR001003701504,
0102200,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,In Jun Ga Village Tract,အင်ဂျွန်ဂါး ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003001,,township_only,exact_township_name,MMR001003,MMR001003001,
0102201,1,1,Kachin State,ကချင်ပြည်နယ်,Injangyang Township,အင်ဂျန်းယန် မြို့နယ်,Shagri Bum Village Tract,ရှဂရီဘွမ် ကျေးရွာအုပ်စု,village_tract,MMR001003,6668,MMR001003002,,township_only,exact_township_name,MMR001003,MMR001003002,
