duplicate_kind,source_key,source_level,source_name_en,source_name_my,parent_path,coremap_ids,review_reason
multiple_core_candidates_for_one_source,_05_Ward:2061,ward_village_tract,Aye Mya Wa Di Ward,ဧမြဝတီရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D001:Sagaing > township:MMR005001:Sagaing > ward_village_tract:MMR005001701502:Aye Mya Wa Di Ward,6849;6853,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6849,6853"
multiple_core_candidates_for_one_source,_05_Ward:2132,ward_village_tract,Ma Har Myaing Ward,မဟာမြိုင်ရပ်ကွက်,state_region:MMR005:Sagaing > district:MMR005D002:Shwebo > township:MMR005011:Taze > ward_village_tract:MMR005011701503:Ma Har Myaing Ward,6794;6797,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6794,6797"
multiple_core_candidates_for_one_source,_05_Ward:447,ward_village_tract,Gant Gaw Waing Ward,ဂန့်ဂေါ်ဝိုင်းရပ်ကွက်,state_region:MMR111:Bago > district:MMR007D001:Bago > township:MMR007008:Shwegyin > ward_village_tract:MMR007008701505:Gant Gaw Waing Ward,5891;5897,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5891,5897"
multiple_core_candidates_for_one_source,_05_Ward:1447,ward_village_tract,Ngwe Taw Kyi Kone Ward,ငွေတော်ကြည်ကုန်းရပ်ကွက်,state_region:MMR010:Mandalay > district:MMR010D001:Mandalay > township:MMR010005:Pyigyitagon > ward_village_tract:MMR010005701502:Ngwe Taw Kyi Kone Ward,6211;6212,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6211,6212"
multiple_core_candidates_for_one_source,_05_Ward:1488,ward_village_tract,Zay Ward,ဈေးရပ်ကွက်,state_region:MMR010:Mandalay > district:MMR010D004:Myingyan > township:MMR010018:Taungtha > ward_village_tract:MMR010018701504:Zay Ward,6907;6908,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6907,6908"
multiple_core_candidates_for_one_source,_05_Ward:2944,ward_village_tract,No (105) Ward,အမှတ် (၁၀၅) ရပ်ကွက်,state_region:MMR013:Yangon > district:MMR013D002:Yangon (East) > township:MMR013018:Dagon Myothit (South) > ward_village_tract:MMR013018701525:No (105) Ward,5185;5186,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5185,5186"
multiple_core_candidates_for_one_source,_05_Ward:2945,ward_village_tract,No (106) Ward,အမှတ် (၁၀၆) ရပ်ကွက်,state_region:MMR013:Yangon > district:MMR013D002:Yangon (East) > township:MMR013018:Dagon Myothit (South) > ward_village_tract:MMR013018701526:No (106) Ward,5182;5183,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5182,5183"
multiple_core_candidates_for_one_source,_05_Ward:3148,ward_village_tract,Taung Bet Paing Ward,တောင်ဘက်ပိုင်းရပ်ကွက်,state_region:MMR013:Yangon > district:MMR013D003:Yangon (South) > township:MMR013029:Kungyangon > ward_village_tract:MMR013029701504:Taung Bet Paing Ward,5113;5119,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5113,5119"
multiple_core_candidates_for_one_source,_05_Ward:1674,ward_village_tract,Thu Kha Theik Di Ward,သုခသိဒ္ဓိရပ်ကွက်,state_region:MMR018:Nay Pyi Taw > district:MMR018D002:Det Khi Na > township:MMR018002:Za Bu Thi Ri > ward_village_tract:MMR018002701507:Thu Kha Theik Di Ward,5117;6054,"Multiple plausible CoreMap candidates under matched hierarchy scope: 5117,6054"
multiple_core_candidates_for_one_source,_05_Ward:1670,ward_village_tract,Nyar Na Theik Di Ward,ဉာဏသိဒ္ဓိရပ်ကွက်,state_region:MMR018:Nay Pyi Taw > district:MMR018D002:Det Khi Na > township:MMR018002:Za Bu Thi Ri > ward_village_tract:MMR018002701508:Nyar Na Theik Di Ward,6012;6022,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6012,6022"
multiple_core_candidates_for_one_source,_05_Ward:1666,ward_village_tract,Ba La Theik Di Ward,ဗလသိဒ္ဓိရပ်ကွက်,state_region:MMR018:Nay Pyi Taw > district:MMR018D002:Det Khi Na > township:MMR018002:Za Bu Thi Ri > ward_village_tract:MMR018002701509:Ba La Theik Di Ward,6023;6025,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6023,6025"
multiple_core_candidates_for_one_source,_05_Ward:1668,ward_village_tract,Dha Na Theik Di Ward,ဓနသိဒ္ဓိရပ်ကွက်,state_region:MMR018:Nay Pyi Taw > district:MMR018D002:Det Khi Na > township:MMR018002:Za Bu Thi Ri > ward_village_tract:MMR018002701510:Dha Na Theik Di Ward,6011;6024,"Multiple plausible CoreMap candidates under matched hierarchy scope: 6011,6024"
multiple_sources_to_one_core,_05_Ward:886;_05_Ward:881;_05_Ward:878,ward_village_tract,No (1) Ward | No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,6632,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:887;_05_Ward:882;_05_Ward:879,ward_village_tract,No (2) Ward | No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,6629,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:888;_05_Ward:883;_05_Ward:880,ward_village_tract,No (3) Ward | No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,6627,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:889;_05_Ward:884,ward_village_tract,No (4) Ward | No (4) Ward,အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက်,,6626,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:890;_05_Ward:885,ward_village_tract,No (5) Ward | No (5) Ward,အမှတ် (၅) ရပ်ကွက် | အမှတ် (၅) ရပ်ကွက်,,6625,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:761;_05_Ward:771,ward_village_tract,Myo U Ward | Myo U Ward,မြို့ဦးရပ်ကွက် | မြို့ဦးရပ်ကွက်,,6663,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:994;_05_Ward:984;_05_Ward:988,ward_village_tract,No (1) Ward | No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,5024,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:995;_05_Ward:985;_05_Ward:989,ward_village_tract,No (2) Ward | No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,5027,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:996;_05_Ward:986;_05_Ward:990,ward_village_tract,No (3) Ward | No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,5026,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:997;_05_Ward:987;_05_Ward:991,ward_village_tract,No (4) Ward | No (4) Ward | No (4) Ward,အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက်,,5028,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:998;_05_Ward:992,ward_village_tract,No (5) Ward | No (5) Ward,အမှတ် (၅) ရပ်ကွက် | အမှတ် (၅) ရပ်ကွက်,,5025,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:999;_05_Ward:993,ward_village_tract,No (6) Ward | No (6) Ward,အမှတ် (၆) ရပ်ကွက် | အမှတ် (၆) ရပ်ကွက်,,5029,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_06-VillageTract:10768;_05_Ward:2063,ward_village_tract,Htone Bo | Htone Bo Ward,ထုံးဘို | ထုံးဘိုရပ်ကွက်,,6840,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_06-VillageTract:13280;_05_Ward:2726,ward_village_tract,Myeik Taung | Myeik (South) Ward,မြိတ်တောင် | မြိတ်တောင်ရပ်ကွက်,,7452,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:407;_05_Ward:405;_05_Ward:414;_05_Ward:412,ward_village_tract,Myo Ma Ward No (1) | Myo Ma No (1) Ward | Myo Ma No (1) Ward | Myo Ma No (1) Ward,မြို့မရပ်ကွက်အမှတ် (၁) | မြို့မ(၁)ရပ်ကွက် | မြို့မ(၁) ရပ်ကွက် | မြို့မ(၁) ရပ်ကွက်,,5902,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:408;_05_Ward:406;_05_Ward:415;_05_Ward:413,ward_village_tract,Myo Ma Ward No (2) | Myo Ma No (2) Ward | Myo Ma No (2) Ward | Myo Ma No (2) Ward,မြို့မရပ်ကွက်အမှတ် (၂) | မြို့မ(၂)ရပ်ကွက် | မြို့မ(၂) ရပ်ကွက် | မြို့မ(၂) ရပ်ကွက်,,5904,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:409;_05_Ward:416,ward_village_tract,Myo Ma Ward No (3) | Myo Ma No (3) Ward,မြို့မရပ်ကွက်အမှတ် (၃) | မြို့မ(၃) ရပ်ကွက်,,5892,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:410;_05_Ward:417,ward_village_tract,Myo Ma Ward No (4) | Myo Ma No (4) Ward,မြို့မရပ်ကွက်အမှတ် (၄) | မြို့မ(၄) ရပ်ကွက်,,5906,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:608;_05_Ward:621,ward_village_tract,Zay Paing Ward | Zay Paing Ward,ဈေးပိုင်းရပ်ကွက် | ဈေးပိုင်းရပ်ကွက်,,7227,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_06-VillageTract:5022;_05_Ward:1034,ward_village_tract,Tha Yet Taw | Tha Yet Taw Ward,သရက်တော | သရက်တောရပ်ကွက်,,7129,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1360;_05_Ward:1380,ward_village_tract,No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,6873,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1371;_05_Ward:1381,ward_village_tract,No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,6870,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1373;_05_Ward:1382,ward_village_tract,No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,6505,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1374;_05_Ward:1383,ward_village_tract,No (4) Ward | No (4) Ward,အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက်,,6869,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1810;_05_Ward:1805,ward_village_tract,No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,7181,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1811;_05_Ward:1806,ward_village_tract,No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,7178,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1812;_05_Ward:1807,ward_village_tract,No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,6590,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1813;_05_Ward:1808,ward_village_tract,No (4) Ward | No (4) Ward,အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက်,,7180,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:1814;_05_Ward:1809,ward_village_tract,No (5) Ward | No (5) Ward,အမှတ် (၅) ရပ်ကွက် | အမှတ် (၅) ရပ်ကွက်,,7183,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2452;_05_Ward:2440;_05_Ward:2447,ward_village_tract,No (1) Ward | No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,6151,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2455;_05_Ward:2441;_05_Ward:2448,ward_village_tract,No (2) Ward | No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,6149,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2456;_05_Ward:2442;_05_Ward:2449,ward_village_tract,No (3) Ward | No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,6150,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2457;_05_Ward:2443;_05_Ward:2450,ward_village_tract,No (4) Ward | No (4) Ward | No (4) Ward,အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက်,,6141,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2458;_05_Ward:2451,ward_village_tract,No (5) Ward | No (5) Ward,အမှတ် (၅) ရပ်ကွက် | အမှတ် (၅) ရပ်ကွက်,,6118,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2514;_05_Ward:2518,ward_village_tract,No (1) Ward | No (1) Ward,ရပ်ကွက် (၁) | ရပ်ကွက် (၁) ရပ်ကွက်,,6120,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2515;_05_Ward:2519,ward_village_tract,No (2) Ward | No (2) Ward,ရပ်ကွက် (၂) | ရပ်ကွက် (၂) ရပ်ကွက်,,6121,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2516;_05_Ward:2520,ward_village_tract,No (3) Ward | No (3) Ward,ရပ်ကွက် (၃) | ရပ်ကွက် (၃) ရပ်ကွက်,,6122,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2517;_05_Ward:2521,ward_village_tract,No (4) Ward | No (4) Ward,ရပ်ကွက် (၄) | ရပ်ကွက် (၄) ရပ်ကွက်,,6125,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_06-VillageTract:12974;_05_Ward:2568;_05_Ward:2562,ward_village_tract,Ah Hmat (5) | No (5) Ward | No (5) Ward,အမှတ် (၅) | အမှတ် (၅) ရပ်ကွက် | အမှတ် (၅) ရပ်ကွက်,,6112,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2564;_05_Ward:2558,ward_village_tract,No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,6110,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2565;_05_Ward:2559,ward_village_tract,No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,6111,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2566;_05_Ward:2560,ward_village_tract,No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,6116,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2567;_05_Ward:2561,ward_village_tract,No (4) Ward | No (4) Ward,အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက်,,6117,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2469;_05_Ward:2463,ward_village_tract,No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,6302,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2470;_05_Ward:2464,ward_village_tract,No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,6300,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2471;_05_Ward:2465,ward_village_tract,No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,6275,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2472;_05_Ward:2466,ward_village_tract,No (4) Ward | No (4) Ward,အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက်,,6298,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2473;_05_Ward:2467,ward_village_tract,No (5) Ward | No (5) Ward,အမှတ် (၅) ရပ်ကွက် | အမှတ် (၅) ရပ်ကွက်,,6296,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2529;_05_Ward:2533,ward_village_tract,No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,6318,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2530;_05_Ward:2534,ward_village_tract,No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,6323,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2531;_05_Ward:2535,ward_village_tract,No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,6303,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2285;_05_Ward:2293,ward_village_tract,No (1) Ward | No (1) Ward,အမှတ် (၁) ရပ်ကွက် | အမှတ် (၁) ရပ်ကွက်,,6571,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2286;_05_Ward:2294,ward_village_tract,No (2) Ward | No (2) Ward,အမှတ် (၂) ရပ်ကွက် | အမှတ် (၂) ရပ်ကွက်,,6572,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2287;_05_Ward:2295,ward_village_tract,No (3) Ward | No (3) Ward,အမှတ် (၃) ရပ်ကွက် | အမှတ် (၃) ရပ်ကွက်,,6573,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2288;_05_Ward:2296,ward_village_tract,No (4) Ward | No (4) Ward,အမှတ် (၄) ရပ်ကွက် | အမှတ် (၄) ရပ်ကွက်,,6579,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2289;_05_Ward:2297,ward_village_tract,No (5) Ward | No (5) Ward,အမှတ် (၅) ရပ်ကွက် | အမှတ် (၅) ရပ်ကွက်,,6574,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2290;_05_Ward:2298,ward_village_tract,No (6) Ward | No (6) Ward,အမှတ် (၆) ရပ်ကွက် | အမှတ် (၆) ရပ်ကွက်,,6570,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2291;_05_Ward:2299,ward_village_tract,No (7) Ward | No (7) Ward,အမှတ် (၇) ရပ်ကွက် | အမှတ် (၇) ရပ်ကွက်,,6581,Multiple official source rows mapped to one CoreMap row
multiple_sources_to_one_core,_05_Ward:2292;_05_Ward:2300,ward_village_tract,No (8) Ward | No (8) Ward,အမှတ် (၈) ရပ်ကွက် | အမှတ် (၈) ရပ်ကွက်,,6568,Multiple official source rows mapped to one CoreMap row
repeated_create_same_normalized_path,_06-VillageTract:4205;_05_Ward:788,ward_village_tract,Nyaung Kone,ညောင်ကုန်း,state_region:MMR001:Kachin > district:MMR001D002:Mohnyin > township:MMR001007:Mohnyin > ward_village_tract:MMR001007008:Nyaung Kone,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:859;_05_Ward:855,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR001:Kachin > district:MMR001D003:Bhamo > township:MMR001011:Shwegu > ward_village_tract:MMR001011701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:860;_05_Ward:856,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR001:Kachin > district:MMR001D003:Bhamo > township:MMR001011:Shwegu > ward_village_tract:MMR001011701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:861;_05_Ward:857,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR001:Kachin > district:MMR001D003:Bhamo > township:MMR001011:Shwegu > ward_village_tract:MMR001011701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:862;_05_Ward:858,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR001:Kachin > district:MMR001D003:Bhamo > township:MMR001011:Shwegu > ward_village_tract:MMR001011701504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:947;_05_Ward:952,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003002:Hlaingbwe > ward_village_tract:MMR003002702501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:948;_05_Ward:953,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003002:Hlaingbwe > ward_village_tract:MMR003002702502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:949;_05_Ward:954,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003002:Hlaingbwe > ward_village_tract:MMR003002702503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:950;_05_Ward:955,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003002:Hlaingbwe > ward_village_tract:MMR003002702504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:965;_05_Ward:969,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D004:Hpapun > township:MMR003003:Hpapun > ward_village_tract:MMR003003701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:966;_05_Ward:970,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D004:Hpapun > township:MMR003003:Hpapun > ward_village_tract:MMR003003701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:967;_05_Ward:971,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D004:Hpapun > township:MMR003003:Hpapun > ward_village_tract:MMR003003701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:968;_05_Ward:972,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D004:Hpapun > township:MMR003003:Hpapun > ward_village_tract:MMR003003701504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:1024;_05_Ward:1020;_05_Ward:1014;_05_Ward:1010,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003004:Thandaunggyi > ward_village_tract:MMR003004701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:1025;_05_Ward:1021;_05_Ward:1015;_05_Ward:1011,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003004:Thandaunggyi > ward_village_tract:MMR003004701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:1026;_05_Ward:1022;_05_Ward:1016;_05_Ward:1012,ward_village_tract,No (3) Ward,အမှတ် (၃) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003004:Thandaunggyi > ward_village_tract:MMR003004701503:No (3) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:1027;_05_Ward:1023;_05_Ward:1017;_05_Ward:1013,ward_village_tract,No (4) Ward,အမှတ် (၄) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003004:Thandaunggyi > ward_village_tract:MMR003004701504:No (4) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:1028;_05_Ward:1018,ward_village_tract,No (5) Ward,အမှတ် (၅) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D001:Hpa-An > township:MMR003004:Thandaunggyi > ward_village_tract:MMR003004701505:No (5) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:1000;_05_Ward:1007;_05_Ward:1008,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D002:Myawaddy > township:MMR003005:Myawaddy > ward_village_tract:MMR003005701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:1001;_05_Ward:1009,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR003:Kayin > district:MMR003D002:Myawaddy > township:MMR003005:Myawaddy > ward_village_tract:MMR003005701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:706;_05_Ward:704,ward_village_tract,No (1) Ward,အမှတ် (၁) ရပ်ကွက်,state_region:MMR004:Chin > district:MMR004D003:Hakha > township:MMR004003:Thantlang > ward_village_tract:MMR004003701501:No (1) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
repeated_create_same_normalized_path,_05_Ward:707;_05_Ward:705,ward_village_tract,No (2) Ward,အမှတ် (၂) ရပ်ကွက်,state_region:MMR004:Chin > district:MMR004D003:Hakha > township:MMR004003:Thantlang > ward_village_tract:MMR004003701502:No (2) Ward,,Repeated create_mimu_placeholder for same normalized hierarchy path
